"Relative Time (Process)","env.ppo.num_actors: 16384 - _step","env.ppo.num_actors: 16384 - _step__MIN","env.ppo.num_actors: 16384 - _step__MAX","env.ppo.num_actors: 16384 - rewards/time","env.ppo.num_actors: 16384 - rewards/time__MIN","env.ppo.num_actors: 16384 - rewards/time__MAX","env.ppo.num_actors: 8192 - _step","env.ppo.num_actors: 8192 - _step__MIN","env.ppo.num_actors: 8192 - _step__MAX","env.ppo.num_actors: 8192 - rewards/time","env.ppo.num_actors: 8192 - rewards/time__MIN","env.ppo.num_actors: 8192 - rewards/time__MAX","env.ppo.num_actors: 4096 - _step","env.ppo.num_actors: 4096 - _step__MIN","env.ppo.num_actors: 4096 - _step__MAX","env.ppo.num_actors: 4096 - rewards/time","env.ppo.num_actors: 4096 - rewards/time__MIN","env.ppo.num_actors: 4096 - rewards/time__MAX","env.ppo.num_actors: 2048 - _step","env.ppo.num_actors: 2048 - _step__MIN","env.ppo.num_actors: 2048 - _step__MAX","env.ppo.num_actors: 2048 - rewards/time","env.ppo.num_actors: 2048 - rewards/time__MIN","env.ppo.num_actors: 2048 - rewards/time__MAX","env.ppo.num_actors: 128 - _step","env.ppo.num_actors: 128 - _step__MIN","env.ppo.num_actors: 128 - _step__MAX","env.ppo.num_actors: 128 - rewards/time","env.ppo.num_actors: 128 - rewards/time__MIN","env.ppo.num_actors: 128 - rewards/time__MAX","env.ppo.num_actors: 1024 - _step","env.ppo.num_actors: 1024 - _step__MIN","env.ppo.num_actors: 1024 - _step__MAX","env.ppo.num_actors: 1024 - rewards/time","env.ppo.num_actors: 1024 - rewards/time__MIN","env.ppo.num_actors: 1024 - rewards/time__MAX","env.ppo.num_actors: 512 - _step","env.ppo.num_actors: 512 - _step__MIN","env.ppo.num_actors: 512 - _step__MAX","env.ppo.num_actors: 512 - rewards/time","env.ppo.num_actors: 512 - rewards/time__MIN","env.ppo.num_actors: 512 - rewards/time__MAX","env.ppo.num_actors: 256 - _step","env.ppo.num_actors: 256 - _step__MIN","env.ppo.num_actors: 256 - _step__MAX","env.ppo.num_actors: 256 - rewards/time","env.ppo.num_actors: 256 - rewards/time__MIN","env.ppo.num_actors: 256 - rewards/time__MAX","env.ppo.num_actors: 64 - _step","env.ppo.num_actors: 64 - _step__MIN","env.ppo.num_actors: 64 - _step__MAX","env.ppo.num_actors: 64 - rewards/time","env.ppo.num_actors: 64 - rewards/time__MIN","env.ppo.num_actors: 64 - rewards/time__MAX"
"2762","","","","","","","3284","3226","3325","5835.75634765625","5504.9404296875","6101.09228515625","4969.5","4907","5015","5343.715169270833","4313.65966796875","6186.0537109375","5444.5","5383","5516","5193.317057291667","4959.61474609375","5488.2333984375","8338","8229","8552","4749.938802083333","4419.1650390625","5253.67431640625","5602.833333333333","5502","5684","5664.2734375","5395.0625","6040.30908203125","6198.625","6128","6231","5088.759460449219","4496.439453125","5519.88720703125","6330.833333333333","6285","6360","4925.254720052083","4518.35302734375","5509.3046875","9299.6","9099","9410","4470.765869140625","4213.69384765625","4731.05126953125"
"2763","4700","4586","4778","5288.069661458333","5037.3046875","5434.03759765625","3282","3227","3327","5901.01396484375","5505.83544921875","6070.40380859375","4983.8","4909","5017","5160.46591796875","4250.81201171875","6126.3046875","5446.5","5385","5518","5173.778483072917","4917.81396484375","5456.68115234375","8341","8232","8555","4743.379557291667","4319.0908203125","5291.4560546875","5604.833333333333","5504","5686","5659.026285807292","5444.1953125","6022.8125","6184.428571428572","6130","6233","5169.618722098215","4465.34814453125","5546.5029296875","6335.428571428572","6287","6362","4861.395577566965","4491.40185546875","5493.90625","9280","9102","9413","4415.937455610795","4216.16162109375","4742.14013671875"
"2764","4739","4739","4739","5421.3212890625","5421.3212890625","5421.3212890625","3286.6666666666665","3229","3328","5829.404134114583","5513.17626953125","6007.873046875","4973.166666666667","4910","5019","5340.049397786458","4255.826171875","6172.0634765625","5448.5","5387","5520","5163.394856770833","4945.25830078125","5416.13232421875","8344","8235","8558","4722.8115234375","4227.248046875","5248.4111328125","5606.833333333333","5506","5688","5625.234456380208","5386.53369140625","6021.84130859375","6195.5","6133","6235","5118.213704427083","4473.01708984375","5531.42041015625","6333.375","6289","6365","4977.972351074219","4517.74658203125","5504.3134765625","9294.333333333334","9106","9416","4445.015679253473","4231.1796875","4713.556640625"
"2765","4685","4589","4781","5191.828857421875","4931.228515625","5452.42919921875","3292","3230","3329","5730.34814453125","5509.07568359375","6014.86279296875","4971.6","4912","5021","5278.54208984375","4251.54638671875","6180.8623046875","5450.5","5389","5522","5169.914143880208","4953.94921875","5433.9287109375","8347","8238","8561","4741.002278645833","4170.9375","5270.0234375","5608.833333333333","5508","5690","5642.305257161458","5383.71875","6036.31494140625","6205.625","6135","6238","5068.132385253906","4390.5830078125","5543.85009765625","6337.833333333333","6292","6367","4944.707682291667","4545.02099609375","5524.8896484375","9297.833333333334","9109","9420","4449.241048177083","4237.53515625","4719.91748046875"
"2766","4706","4592","4784","5253.4501953125","4904.1201171875","5436.60107421875","3289","3231","3330","5843.5205078125","5513.19091796875","6069.7890625","4976.833333333333","4914","5023","5338.789388020833","4280.17431640625","6182.90234375","5452.5","5391","5524","5178.639892578125","4979.2607421875","5442.06494140625","8350","8241","8564","4747.316623263889","4164.3115234375","5248.3681640625","5610.833333333333","5510","5692","5668.935221354167","5405.2998046875","6041.41357421875","6200.166666666667","6137","6240","5125.603678385417","4418.32470703125","5557.6826171875","6342.428571428572","6294","6369","4910.719308035715","4547.48876953125","5558.9921875","9301.333333333334","9113","9423","4435.883572048611","4213.94677734375","4718.8115234375"
"2767","","","","","","","3290","3232","3331","5802.622721354167","5513.73046875","5948.06298828125","4969.6","4916","5024","5531.0310546875","4209.279296875","6168.8994140625","5454.5","5393","5526","5174.592447916667","4926.119140625","5471.1455078125","8353","8244","8567","4742.942762586806","4221.0634765625","5246.89794921875","5612.833333333333","5512","5694","5663.924723307292","5380.40478515625","6038.78857421875","6193.428571428572","6139","6242","5200.85595703125","4463.82666015625","5597.66162109375","6340.375","6296","6372","5031.7076416015625","4611.865234375","5585.98095703125","9304.833333333334","9116","9427","4439.6360270182295","4221.8740234375","4728.87744140625"
"2768","4709","4595","4787","5298.387532552083","5052.96875","5461.22607421875","3288","3233","3333","5878.44384765625","5513.49365234375","5995.41162109375","4992.8","4918","5026","5145.45634765625","4222.49072265625","6181.43115234375","5456.5","5395","5528","5174.84130859375","4944.83349609375","5487.2041015625","8356","8247","8570","4750.86376953125","4116.8056640625","5279.2919921875","5614.833333333333","5514","5696","5658.920166015625","5452.79541015625","6041.994140625","6204.5","6142","6244","5141.178141276042","4486.6669921875","5564.1435546875","6344.833333333333","6299","6374","4988.45556640625","4667.19482421875","5582.3701171875","9315.2","9120","9430","4421.375244140625","4194.79638671875","4743.681640625"
"2769","4712","4598","4790","5321.032552083333","5114.80419921875","5430.8779296875","3297","3235","3334","5744.01611328125","5483.8134765625","6035.888671875","4982.166666666667","4919","5028","5339.154866536458","4291.00732421875","6175.9931640625","5458.5","5397","5530","5187.402506510417","4914.07080078125","5486.58544921875","8359","8250","8573","4733.982611762152","4025.213134765625","5299.23779296875","5628.571428571428","5516","5699","5711.367396763393","5406.69189453125","6021.7421875","6212.285714285715","6144","6247","5167.23095703125","4462.85595703125","5544.0712890625","6349.428571428572","6301","6376","4952.315220424107","4690.30322265625","5534.87841796875","9305.90909090909","9123","9434","4456.146573153409","4167.67919921875","4747.2275390625"
"2770","","","","","","","3294","3236","3335","5844.397623697917","5505.6337890625","6054.87255859375","4984.166666666667","4921","5030","5356.434326171875","4310.447265625","6188.15380859375","5460.5","5399","5532","5187.340983072917","4950.60888671875","5499.9990234375","8362","8253","8576","4714.740505642361","4117.27099609375","5219.2021484375","5619.166666666667","5518","5701","5647.868733723958","5411.54248046875","5996.248046875","6212.285714285715","6146","6249","4977.97705078125","4406.01025390625","5478.89697265625","6347.375","6303","6379","5028.3116455078125","4679.88232421875","5536.2568359375","9322.2","9127","9437","4385.602783203125","4169.3232421875","4734.4482421875"
"2771","4715","4601","4793","5318.34423828125","5125.23486328125","5460.22998046875","3295","3237","3336","5859.89501953125","5506.47412109375","6059.5771484375","4986.166666666667","4923","5032","5362.637288411458","4293.07275390625","6205.35009765625","5462.5","5401","5534","5174.342203776042","4852.689453125","5489.5947265625","8354.4","8256","8579","4750.281689453125","4090.458984375","5187.9296875","5624.142857142857","5520","5703","5648.730747767857","5457.2119140625","5981.1494140625","6202.428571428572","6148","6251","5121.273507254465","4403.3759765625","5551.4228515625","6351.833333333333","6306","6381","4986.895345052083","4635.11572265625","5458.9267578125","9312.90909090909","9130","9441","4434.055797230114","4182.4375","4713.5322265625"
"2772","4754","4754","4754","5407.20849609375","5407.20849609375","5407.20849609375","3306.5","3238","3338","5844.4681396484375","5507.3486328125","5992.4921875","4984.6","4925","5034","5317.06533203125","4289.0947265625","6211.4619140625","5464.5","5403","5536","5178.832194010417","4946.15185546875","5468.78466796875","8389.8","8260","8583","4791.3494873046875","4048.83642578125","5216.2685546875","5623.5","5522","5705","5702.066975911458","5502.0185546875","6017.4697265625","6219.285714285715","6151","6254","5172.585239955357","4442.5478515625","5557.4990234375","6347.571428571428","6308","6383","5047.122977120535","4642.11279296875","5421.7978515625","9322.333333333334","9134","9444","4423.295952690973","4187.71435546875","4734.82763671875"
"2773","4700","4604","4796","5281.54638671875","5104.3828125","5458.7099609375","3289.4","3239","3339","5781.585546875","5451.107421875","6038.5185546875","5002.2","4927","5036","5199.99990234375","4313.828125","6213.13525390625","5466.5","5405","5538","5188.771647135417","4962.01806640625","5452.62548828125","8371.666666666666","8263","8586","4749.193576388889","4104.76708984375","5168.08203125","5625.5","5524","5707","5711.476399739583","5527.7109375","6014.38427734375","6219.285714285715","6153","6256","5003.812430245535","4421.7216796875","5566.1806640625","6358.714285714285","6311","6385","4976.406459263393","4631.5888671875","5420.16259765625","9332.2","9137","9447","4407.92890625","4203.75341796875","4734.82763671875"
"2774","4721","4607","4799","5331.825032552083","5126.3310546875","5459.8974609375","3299","3241","3340","5838.114420572917","5508.89404296875","6014.720703125","4991.5","4928","5038","5343.8349609375","4296.7919921875","6185.72900390625","5468.5","5407","5540","5159.81982421875","4885.97998046875","5434.3486328125","8388","8266","8589","4701.637451171875","4103.79248046875","5087.39697265625","5627.5","5526","5709","5735.823160807292","5594.25634765625","5997.658203125","6218.166666666667","6155","6258","5108.63671875","4431.15380859375","5574.3134765625","6362.714285714285","6313","6388","4944.035993303572","4609.8046875","5462.6865234375","9322.90909090909","9140","9451","4452.181196732955","4213.93701171875","4734.12646484375"
"2775","","","","","","","3300","3242","3341","5790.953450520833","5480.2236328125","6008.74169921875","4993.5","4930","5040","5351.031331380208","4283.6357421875","6177.4873046875","5470.5","5409","5542","5183.012939453125","4923.99560546875","5454.27978515625","8390.375","8268","8592","4837.679931640625","4193.908203125","5136.1337890625","5629.5","5528","5711","5705.733805338542","5534.5048828125","5960.28125","6220.166666666667","6157","6260","5097.856201171875","4465.91796875","5582.578125","6354.571428571428","6315","6390","5068.424595424107","4636.4306640625","5473.19384765625","9339.2","9144","9454","4407.2642578125","4224.32421875","4703.796875"
"2776","4724","4610","4802","5298.54443359375","5079.103515625","5460.1796875","3311.5","3243","3343","5805.7796630859375","5512.9921875","6023.447265625","4986.2","4932","5041","5568.88896484375","4323.84814453125","6206.3818359375","5484.6","5411","5544","5134.80732421875","4957.85107421875","5457.98974609375","8380","8271","8595","4754.318576388889","4220.54541015625","5127.11669921875","5631.5","5530","5713","5700.689453125","5549.388671875","5960.806640625","6219.625","6159","6263","5157.872009277344","4499.93212890625","5588.20849609375","6365.714285714285","6318","6392","5002.745326450893","4631.171875","5523.3076171875","9317.1","9147","9457","4417.1216796875","4242.23388671875","4695.74755859375"
"2777","4763","4763","4763","5397.0146484375","5397.0146484375","5397.0146484375","3288","3244","3344","5873.67578125","5516.36572265625","6030.16943359375","4997.166666666667","4934","5043","5355.789388020833","4304.33544921875","6200.0380859375","5474.166666666667","5412","5546","5199.182210286458","4977.642578125","5484.779296875","8372.4","8274","8598","4836.865185546875","4253.77001953125","5161.8662109375","5645.285714285715","5532","5716","5762.434919084822","5524.6767578125","5996.5205078125","6224.833333333333","6162","6265","5088.584879557292","4524.87060546875","5456.822265625","6365.5","6320","6394","5026.773030598958","4615.845703125","5575.30908203125","9356.363636363636","9151","9461","4414.340420809659","4208.31787109375","4678.28125"
"2778","4709","4613","4805","5289.434326171875","5142.5712890625","5436.29736328125","3308","3246","3345","5742.4229736328125","5507.3037109375","5974.451171875","5010.25","4936","5045","5094.525634765625","4266.21826171875","6221.71435546875","5476.166666666667","5414","5548","5210.00048828125","5005.337890625","5479.81591796875","8386.333333333334","8278","8601","4820.513726128473","4168.1748046875","5162.3955078125","5621.571428571428","5534","5718","5717.824776785715","5563.1923828125","5993.19384765625","6230.285714285715","6164","6267","5032.589564732143","4541.50439453125","5522.5771484375","6365.75","6322","6397","5051.193603515625","4642.8212890625","5579.744140625","9324.1","9154","9464","4382.27314453125","4144.7978515625","4643.345703125"
"2779","4730","4616","4808","5327.991536458333","5140.5029296875","5472.8310546875","3305","3247","3346","5806.499674479167","5392.5224609375","6035.2587890625","5000.5","4937","5047","5361.330729166667","4286.25341796875","6222.72998046875","5478.166666666667","5416","5550","5202.276611328125","4982.5751953125","5463.513671875","8389.333333333334","8281","8604","4849.08447265625","4196.3310546875","5202.04150390625","5638.166666666667","5537","5720","5725.728759765625","5575.95654296875","5977.66357421875","6229.166666666667","6166","6269","5133.180013020833","4557.365234375","5518.66162109375","6370.166666666667","6325","6399","5064.49560546875","4673.3916015625","5612.73486328125","9358.2","9158","9468","4426.74638671875","4153.48388671875","4678.77001953125"
"2780","","","","","","","3316.5","3248","3348","5859.7625732421875","5486.173828125","5993.6279296875","5002.5","4939","5049","5353.772135416667","4290.6669921875","6198.35791015625","5480.166666666667","5418","5552","5176.719889322917","4972.3603515625","5445.86669921875","8392.333333333334","8284","8607","4870.212836371527","4229.7587890625","5218.4619140625","5643.142857142857","5539","5722","5708.417410714285","5568.072265625","5993.40087890625","6228.625","6168","6272","5209.862854003906","4582.09814453125","5497.97509765625","6374.714285714285","6327","6401","5043.042410714285","4646.61865234375","5579.45556640625","9330.8","9161","9471","4403.48994140625","4160.001953125","4692.41357421875"
"2781","4733","4619","4811","5295.7490234375","5133.7060546875","5422.80615234375","3307.3333333333335","3249","3349","5844.0830078125","5499.6787109375","6036.44921875","5004.5","4941","5051","5356.530436197917","4312.39404296875","6188.794921875","5482.166666666667","5420","5554","5172.808349609375","4930.3388671875","5471.32666015625","8384.9","8287","8610","4830.4615234375","4264.91650390625","5220.88671875","5642.5","5541","5724","5653.788981119792","5434.8759765625","5958.638671875","6237.285714285715","6171","6274","5083.848353794643","4601.666015625","5512.560546875","6372.75","6329","6404","5002.732177734375","4561.1416015625","5481.763671875","9352.666666666666","9165","9474","4417.139051649306","4163.5361328125","4711.07568359375"
"2782","4736","4622","4814","5311.478841145833","5119.5244140625","5436.7373046875","3300.4","3250","3350","5806.83974609375","5456.77734375","6064.01025390625","5010.5","4943","5052","5423.154541015625","4329.99853515625","6222.7236328125","5484.166666666667","5422","5556","5168.1435546875","4980.7578125","5443.375","8420.2","8290","8614","4906.156298828125","4289.7919921875","5257.8515625","5644.5","5543","5726","5686.601806640625","5541.529296875","5910.01220703125","6236.166666666667","6173","6276","5175.308837890625","4620.68701171875","5513.025390625","6377.166666666667","6332","6406","5011.008870442708","4593.02294921875","5462.9560546875","9367.9","9168","9478","4439.97724609375","4124.64697265625","4715.9580078125"
"2783","","","","","","","3310","3252","3351","5830.82275390625","5456.3173828125","6063.357421875","5007.833333333333","4944","5054","5367.095784505208","4315.94287109375","6225.6806640625","5486.166666666667","5424","5558","5155.38427734375","4998.974609375","5391.69970703125","8402","8293","8617","4854.261121961806","4315.8701171875","5234.0107421875","5646.5","5545","5728","5670.474609375","5565.99560546875","5841.83837890625","6244","6175","6279","5174.622419084822","4597.73193359375","5472.2255859375","6381.714285714285","6334","6408","5015.497907366072","4629.19921875","5451.375","9348.363636363636","9171","9481","4384.351651278409","4128.224609375","4719.18994140625"
"2784","4739","4625","4817","5317.049967447917","5106.06005859375","5461.28662109375","3311","3253","3352","5838.54296875","5483.83984375","6047.40283203125","5006.2","4946","5056","5307.64423828125","4259.5625","6230.5771484375","5488.166666666667","5426","5560","5175.243896484375","5028.8134765625","5402.86474609375","8405","8296","8620","4872.274088541667","4353.48193359375","5196.93505859375","5648.5","5547","5730","5704.330322265625","5602.9208984375","5887.36865234375","6231.714285714285","6177","6281","5136.866280691965","4582.38720703125","5471.02294921875","6379.75","6336","6411","5050.2801513671875","4641.98486328125","5495.7998046875","9374.9","9175","9485","4440.593896484375","4152.876953125","4722.5341796875"
"2785","","","","","","","3322.5","3254","3354","5878.7509765625","5497.517578125","6067.923828125","5011.5","4948","5058","5346.935709635417","4242.7138671875","6242.72119140625","5490.166666666667","5428","5562","5189.336100260417","5035.13916015625","5420.95654296875","8408","8299","8623","4908.758897569444","4337.6982421875","5246.6591796875","5650.5","5549","5732","5671.11474609375","5554.37060546875","5842.53173828125","6246.285714285715","6180","6283","5025.357561383928","4435.4462890625","5497.884765625","6384.166666666667","6339","6413","5071.686930338542","4682.64501953125","5518.611328125","9355.363636363636","9178","9488","4384.830122514205","4152.44921875","4744.95263671875"
"2786","4742","4628","4820","5314.256998697917","5134.861328125","5450.1708984375","3317.75","3255","3355","5742.565673828125","5461.5927734375","6055.7822265625","5013.5","4950","5060","5347.559977213542","4261.1552734375","6228.080078125","5492.166666666667","5430","5564","5168.8076171875","4987.26318359375","5413.20361328125","8424.125","8302","8626","5005.166687011719","4371.84423828125","5289.484375","5664.285714285715","5551","5735","5713.35107421875","5557.5341796875","5884.97900390625","6251","6182","6286","5138.798828125","4413.30908203125","5513.96240234375","6380","6341","6415","5109.658412388393","4618.90234375","5479.99560546875","9381.9","9182","9492","4427.28466796875","4122.44482421875","4751.46044921875"
"2787","4745","4631","4823","5280.449055989583","5003.87255859375","5452.623046875","3300.25","3256","3356","5872.7535400390625","5504.36376953125","6073.57373046875","5015.5","4952","5062","5351.755940755208","4289.296875","6226.650390625","5494.166666666667","5432","5566","5195.555501302083","5033.05419921875","5428.576171875","8413.666666666666","8305","8629","4946.390896267361","4351.2197265625","5334.9169921875","5654.833333333333","5553","5737","5678.350992838542","5546.6650390625","5877.1474609375","6238.714285714285","6184","6288","5126.861886160715","4446.85107421875","5462.84912109375","6394.375","6344","6418","5003.0567626953125","4648.9736328125","5459.5185546875","9362.363636363636","9185","9495","4364.053045099432","4122.44482421875","4768.35107421875"
"2788","","","","","","","3316","3258","3357","5841.2978515625","5488.48876953125","6079.8779296875","5030","4954","5064","5188.13095703125","4305.80126953125","6229.6005859375","5496.166666666667","5434","5568","5191.129069010417","5000.865234375","5445.9150390625","8416.666666666666","8308","8632","4937.515082465277","4349.71728515625","5322.54443359375","5656.833333333333","5555","5739","5699.432373046875","5574.50634765625","5878.49462890625","6249.833333333333","6187","6290","5101.965657552083","4431.775390625","5471.9794921875","6391.166666666667","6346","6420","5047.921630859375","4688.41259765625","5465.5693359375","9394","9189","9499","4421.70654296875","4144.861328125","4793.5673828125"
"2789","4748","4634","4826","5302.161295572917","5143.21484375","5387.52490234375","3327.5","3259","3359","5823.776123046875","5477.076171875","6071.7197265625","5019.166666666667","4955","5066","5343.858479817708","4318.7705078125","6158.33837890625","5498.166666666667","5436","5570","5201.60595703125","5069.9248046875","5412.00341796875","8409.2","8311","8635","4898.837158203125","4403.01416015625","5279.38720703125","5658.833333333333","5557","5741","5689.865478515625","5544.13134765625","5850.689453125","6255.285714285715","6189","6292","5008.827845982143","4429.16064453125","5461.22802734375","6393.166666666667","6348","6422","5061.301188151042","4710.41796875","5482.79931640625","9361.8","9192","9502","4410.623291015625","4159.236328125","4798.556640625"
"2790","4829","4829","4829","5466.96728515625","5466.96728515625","5466.96728515625","3322.75","3260","3360","5746.610107421875","5497.29931640625","6075.8447265625","5011.8","4957","5067","5572.02109375","4298.2890625","6229.85302734375","5500.166666666667","5438","5572","5207.786539713542","5076.509765625","5431.06884765625","8444.6","8314","8639","5000.196044921875","4432.28662109375","5271.5029296875","5660.833333333333","5559","5743","5706.894205729167","5579.515625","5927.53173828125","6260","6191","6295","5196.408272879465","4490.87939453125","5535.3857421875","6395.666666666667","6350","6425","5067.291937934027","4721.32080078125","5485.10986328125","9390.5","9196","9505","4405.95908203125","4169.44970703125","4808.939453125"
"2791","4712","4637","4787","5243.00927734375","5122.4013671875","5363.6171875","3319.6666666666665","3261","3361","5823.638346354167","5464.36474609375","6079.33349609375","5019.2","4959","5069","5280.94140625","4211.4208984375","6170.4912109375","5502.166666666667","5440","5574","5199.456705729167","5081.4619140625","5394.0400390625","8426.333333333334","8317","8642","4936.385687934027","4331.40625","5239.4013671875","5648.571428571428","5561","5745","5677.378069196428","5542.11279296875","5927.9423828125","6247.714285714285","6193","6297","5213.826939174107","4512.4716796875","5557.4697265625","6398.166666666667","6353","6427","5066.656331380208","4737.62646484375","5442.595703125","9381.272727272728","9199","9509","4465.557084517045","4189.0498046875","4814.1669921875"
"2792","4754","4640","4832","5314.28515625","5140.22021484375","5417.9453125","3306.25","3262","3362","5874.541748046875","5489.95751953125","6044.2265625","5024.5","4961","5071","5349.665364583333","4284.0263671875","6227.837890625","5504.166666666667","5442","5576","5174.83154296875","5070.70751953125","5371.8154296875","8429.333333333334","8320","8645","4959.447591145833","4344.47412109375","5314.52197265625","5685.2","5564","5747","5747.4337890625","5595.37060546875","5947.55615234375","6258.833333333333","6196","6299","5174.921549479167","4479.1474609375","5539.92919921875","6400.166666666667","6355","6429","5049.841064453125","4728.5234375","5399.7587890625","9428.3","9203","9513","4474.33798828125","4194.5126953125","4824.24560546875"
"2793","","","","","","","3332.5","3264","3364","5839.87109375","5484.7666015625","6095.34033203125","5026.5","4963","5073","5348.693033854167","4224.46923828125","6235.8466796875","5506.166666666667","5444","5578","5180.195231119792","5048.31005859375","5379.03173828125","8432.333333333334","8323","8648","4963.509060329861","4406.77587890625","5253.83251953125","5666.833333333333","5565","5749","5713.995198567708","5564.95166015625","5925.33935546875","6264.285714285715","6198","6301","5085.703543526785","4491.4150390625","5576.1572265625","6402.666666666667","6357","6432","5060.905002170139","4699.6787109375","5464.42236328125","9394","9205","9516","4448.59765625","4188.00732421875","4825.8544921875"
"2794","4757","4643","4835","5312.6689453125","5108.14404296875","5436.2529296875","3323.3333333333335","3265","3365","5834.84814453125","5493.666015625","6075.31103515625","5041","4965","5075","5155.569921875","4219.73046875","6202.40185546875","5508.166666666667","5446","5580","5158.814290364583","5053.1640625","5362.92041015625","8435.333333333334","8326","8651","4955.082194010417","4382.87451171875","5281.47509765625","5668.833333333333","5567","5751","5691.829752604167","5489.2685546875","5934.330078125","6269","6200","6304","5259.459751674107","4493.7646484375","5609.2216796875","6405.166666666667","6360","6434","5062.265055338542","4688.60498046875","5485.54345703125","9409.3","9208","9520","4492.389453125","4196.68603515625","4838.91796875"
"2795","4760","4646","4838","5311.916015625","5135.0224609375","5409.6474609375","3328.75","3266","3366","5717.2808837890625","5465.0234375","6100.7216796875","5030.166666666667","4966","5077","5343.235432942708","4248.52294921875","6251.1748046875","5510.166666666667","5448","5582","5202.319498697917","5084.56689453125","5408.7763671875","8438.333333333334","8329","8654","4956.508897569444","4389.29736328125","5273.2099609375","5673.857142857143","5569","5753","5647.502162388393","5495.7890625","5883.13037109375","6256.714285714285","6202","6306","5254.449288504465","4493.2890625","5595.8974609375","6407.166666666667","6362","6436","5078.677897135417","4697.96630859375","5550.28466796875","9389.636363636364","9211","9523","4426.870427911932","4202.9140625","4844.38623046875"
"2796","","","","","","","3325.6666666666665","3267","3367","5818.7431640625","5485.45361328125","6070.63916015625","5022.8","4968","5078","5565.0185546875","4242.71533203125","6265.58984375","5524.4","5450","5584","5143.86328125","5067.3271484375","5351.232421875","8441.333333333334","8332","8657","4933.576551649306","4401.48193359375","5294.2529296875","5685","5571","5756","5626.457170758928","5440.26171875","5872.626953125","6267.833333333333","6205","6308","5190.183024088542","4470.74853515625","5561.57373046875","6409.666666666667","6364","6439","5074.685818142361","4694.03662109375","5547.76220703125","9410.9","9215","9526","4443.85654296875","4215.0654296875","4847.61328125"
"2797","4763","4649","4841","5316.945963541667","5127.03564453125","5432.1767578125","3323.6","3268","3369","5892.77529296875","5454.4873046875","6107.10107421875","5030.2","4970","5080","5293.5890625","4204.82177734375","6236.435546875","5513.833333333333","5451","5586","5173.853597005208","5073.31298828125","5360.212890625","8444.333333333334","8335","8660","4878.161458333333","4373.99462890625","5302.71435546875","5675.5","5573","5758","5625.634358723958","5508.97412109375","5794.05126953125","6278","6207","6311","5136.142578125","4428.875","5576.0009765625","6412.166666666667","6367","6441","5054.437418619792","4695.72216796875","5550.525390625","9401.545454545454","9218","9530","4495.647017045455","4227.9833984375","4849.42626953125"
"2798","","","","","","","3328.3333333333335","3270","3370","5784.60498046875","5478.70556640625","6038.84912109375","5035.5","4972","5082","5317.001627604167","4212.66796875","6220.0615234375","5515.833333333333","5453","5588","5188.570638020833","5078.017578125","5383.17041015625","8469","8338","8664","4895.58251953125","4390.74462890625","5270.54541015625","5677.5","5575","5760","5622.7685546875","5447.66748046875","5769.1787109375","6272.5","6209","6313","5206.148111979167","4445.90478515625","5614.654296875","6414.166666666667","6369","6443","5039.28515625","4690.6640625","5477.79541015625","9417.9","9222","9533","4456.167822265625","4234.75","4860.1572265625"
"2799","4766","4652","4844","5324.90869140625","5129.7685546875","5453.2294921875","3333.75","3271","3371","5744.6368408203125","5482.59423828125","6077.0615234375","5050","4974","5084","5175.0396484375","4280.92724609375","6226.888671875","5517.833333333333","5455","5590","5163.940673828125","5071.03369140625","5355.07470703125","8450.666666666666","8341","8667","4839.591037326389","4362.23486328125","5299.86181640625","5679.5","5577","5762","5672.659912109375","5510.361328125","5832.779296875","6265.714285714285","6211","6315","5263.752232142857","4459.54736328125","5606.9638671875","6416.666666666667","6371","6446","5030.620659722223","4662.9921875","5458.67919921875","9408.545454545454","9225","9537","4492.115767045455","4242.26904296875","4845.9580078125"
"2800","4769","4655","4847","5309.205078125","5108.41748046875","5434.931640625","3330.6666666666665","3272","3372","5853.018229166667","5499.28125","6111.3193359375","5039.166666666667","4975","5086","5331.786702473958","4257.57421875","6195.46435546875","5519.833333333333","5457","5592","5141.090169270833","5020.45654296875","5316.638671875","8453.666666666666","8344","8670","4875.656412760417","4411.73779296875","5277.75244140625","5681.5","5579","5764","5666.740478515625","5493.02978515625","5829.71484375","6276.833333333333","6214","6317","5213.4521484375","4436.2138671875","5623.57666015625","6419.166666666667","6374","6448","5033.893880208333","4637.49169921875","5504.58740234375","9424.9","9229","9540","4452.143994140625","4251.91162109375","4826.34375"
"2801","","","","","","","3342.25","3273","3374","5868.53369140625","5481.16943359375","6106.70068359375","5041.166666666667","4977","5088","5345.858072916667","4269.98486328125","6226.30615234375","5521.833333333333","5459","5594","5170.19287109375","5048.65380859375","5368.2080078125","8456.666666666666","8347","8673","4907.837293836806","4484.40869140625","5290.962890625","5683.5","5581","5766","5658.58642578125","5477.06884765625","5841.05810546875","6287","6216","6320","5190.797546386719","4482.84716796875","5640.3837890625","6415","6376","6450","5080.20361328125","4632.4921875","5487.77490234375","9421.333333333334","9232","9543","4479.493760850694","4259.1064453125","4837.095703125"
